n,matrix,list(binary)
1000,0.23450803756713867,0.07956385612487793
1500,0.5547020435333252,0.18337297439575195
2000,1.0603892803192139,0.3564598560333252
2500,1.9210209846496582,0.5813109874725342
3000,3.260603189468384,1.7676079273223877
3500,3.8103129863739014,2.3795933723449707
4000,5.5653557777404785,2.5161631107330322
4500,8.676728963851929,3.362553119659424
