n,matrix,list(binary),list(fibo)
3,3.6716461181640625e-05
13,9.489059448242188e-05
23,0.00024080276489257812
33,0.0004909038543701172
43,0.0007748603820800781
53,0.001275777816772461
63,0.0019001960754394531
73,0.0025599002838134766
83,0.002692699432373047
93,0.003039836883544922
103,0.0038042068481445312
113,0.005029201507568359
123,0.0053250789642333984
133,0.005918979644775391
143,0.008264780044555664
153,0.008512020111083984
163,0.00917506217956543
173,0.008771657943725586
183,0.010230064392089844
193,0.011874675750732422
203,0.01243901252746582
213,0.013713836669921875
223,0.014770030975341797
233,0.01783609390258789
243,0.018993854522705078
253,0.021706104278564453
263,0.023206710815429688
273,0.02234196662902832
283,0.02650904655456543
293,0.026855945587158203
303,0.027983903884887695
313,0.03020310401916504
323,0.032083988189697266
333,0.03301668167114258
343,0.03410911560058594
353,0.039361000061035156
363,0.0386967658996582
373,0.04159879684448242
383,0.04482913017272949
393,0.04983401298522949
403,0.047373056411743164
413,0.0605161190032959
423,0.0581660270690918
433,0.05483126640319824
443,0.05789613723754883
453,0.0632331371307373
463,0.06704306602478027
473,0.06720876693725586
483,0.06998014450073242
493,0.0722360610961914
