n,matrix,list(binary),list(fibo)
3,1.3113021850585938e-05
13,5.91278076171875e-05
23,0.00015020370483398438
33,0.0002932548522949219
43,0.0004448890686035156
53,0.0006642341613769531
63,0.0009379386901855469
73,0.0012440681457519531
83,0.0016329288482666016
93,0.0019240379333496094
103,0.002454042434692383
113,0.003143787384033203
123,0.0033159255981445312
133,0.003971099853515625
143,0.0045168399810791016
153,0.005200862884521484
163,0.005901813507080078
173,0.006485939025878906
183,0.007921934127807617
193,0.00802302360534668
203,0.008869171142578125
213,0.009968996047973633
223,0.010630130767822266
233,0.011603832244873047
243,0.01278066635131836
253,0.013696908950805664
263,0.015386819839477539
273,0.016149282455444336
283,0.017308950424194336
293,0.018245935440063477
303,0.02053093910217285
313,0.021860122680664062
323,0.023411035537719727
333,0.024263858795166016
343,0.026076078414916992
353,0.027532100677490234
363,0.03022909164428711
373,0.030634164810180664
383,0.03226923942565918
393,0.03379082679748535
403,0.03563189506530762
413,0.03731703758239746
423,0.040203094482421875
433,0.04116487503051758
443,0.044113874435424805
453,0.04566192626953125
463,0.04794883728027344
473,0.049458980560302734
483,0.05353689193725586
493,0.054765939712524414
