n, Insertion Sort, Merge Sort, Hybrid Sort
1261,408510,11411,7377
1262,394697,11401,7504
1263,391279,11406,7366
1264,408239,11443,7215
1265,416546,11493,7636
1266,384807,11429,7671
1267,390808,11501,7588
1268,408642,11521,7713
1269,406930,11470,7550
1270,407123,11553,7602
1271,396488,11490,7527
1272,392351,11528,7707
1273,399302,11555,7527
1274,401534,11524,7758
1275,404257,11544,7665
1276,400486,11609,7644
1277,403642,11596,7485
1278,403387,11598,7349
1279,408424,11604,7702
1280,390443,11587,7574
1281,407811,11588,7515
1282,424677,11623,7991
1283,414308,11624,7354
1284,404837,11646,7716
1285,421981,11702,7942
1286,407264,11725,7484
1287,412106,11712,7801
1288,429052,11759,7885
1289,411185,11683,7830
1290,412784,11710,7340
1291,418852,11726,7627
1292,410224,11748,7759
1293,411480,11758,7566
1294,425997,11738,8038
1295,427789,11797,7776
1296,407429,11756,7598
1297,416618,11805,7560
1298,428256,11802,7782
1299,419528,11785,7924
1300,434010,11810,7966
1301,415193,11830,7823
1302,426368,11838,7805
1303,423604,11838,7849
1304,422570,11895,7661
1305,422552,11859,8226
1306,435116,11905,7900
1307,425893,11908,7896
1308,419515,11903,8307
1309,420970,11940,8108
1310,450780,11950,7702
1311,444684,11984,8302
1312,439253,11946,7744
1313,420993,11951,8190
1314,443100,11965,7807
1315,428338,11965,7635
1316,433336,11983,7888
1317,437666,11953,7637
1318,432806,12030,8316
1319,445573,11996,8510
1320,439733,12007,8309
1321,455922,12073,8055
1322,436845,12073,8213
1323,432047,12043,7682
1324,429942,12077,8027
1325,430180,12095,7752
1326,456270,12093,7583
1327,449237,12100,7892
1328,444630,12112,8739
1329,454833,12149,8104
1330,436230,12113,7663
1331,448552,12138,8282
1332,459080,12176,8264
1333,446985,12175,8379
1334,444565,12185,7607
1335,453414,12197,8007
1336,437105,12203,8152
1337,454491,12195,8029
1338,429784,12229,7984
1339,437185,12251,7682
1340,448016,12253,7707
1341,447101,12244,7769
1342,436752,12265,7976
1343,449872,12235,8348
1344,444432,12283,8242
1345,470860,12311,8186
1346,445450,12314,8221
1347,453556,12318,8095
1348,457876,12332,8391
1349,437238,12306,7947
1350,452794,12333,8386
1351,457784,12380,8452
1352,453776,12380,8317
1353,452751,12365,8350
1354,440872,12398,8415
1355,452711,12398,8339
1356,465084,12409,8295
1357,451504,12398,8094
1358,450776,12414,8470
1359,454778,12492,8162
1360,467729,12462,8386
1361,457489,12476,8675
1362,463740,12520,8131
1363,467660,12483,8450
1364,460795,12483,8568
1365,460834,12526,8647
1366,472167,12546,7875
1367,470301,12535,8117
1368,462869,12540,8140
1369,461212,12533,8716
1370,466627,12557,8610
1371,477755,12525,8236
1372,455443,12614,7888
1373,457537,12571,8438
1374,478354,12628,8540
1375,457296,12624,7892
1376,461240,12601,8040
1377,458279,12655,8773
1378,461590,12623,8721
1379,487192,12654,7685
1380,479246,12693,8306
1381,475497,12720,8403
1382,476149,12697,8249
1383,472708,12697,8638
1384,470799,12677,8795
1385,487754,12683,8078
1386,477326,12739,8196
1387,493792,12731,8474
1388,489862,12781,8689
1389,489804,12788,8021
1390,479665,12755,8734
1391,480519,12788,9128
1392,480126,12793,8457
1393,489363,12779,8657
1394,492737,12830,8357
1395,484375,12870,8464
1396,484830,12836,8170
1397,489569,12840,8791
1398,489171,12856,8402
1399,500286,12885,8643
1400,488620,12938,8676
1401,484690,12906,8314
1402,496008,12898,8444
1403,501329,12929,9017
1404,490827,12931,9011
1405,489681,12905,8339
1406,490023,12952,8429
1407,489956,12971,8349
1408,493617,13000,8333
1409,502697,13019,8393
1410,513998,13015,9318
1411,516667,13029,8732
1412,497230,12987,8843
1413,521480,13039,8436
1414,496920,13013,8450
1415,503839,13029,8505
1416,488579,13053,9060
1417,498614,13073,8565
1418,485038,13081,8648
1419,501941,13115,8453
1420,505793,13101,8612
1421,523170,13129,9179
1422,509694,13144,8326
1423,508511,13117,8966
1424,516420,13162,8255
1425,497657,13167,9314
1426,519100,13144,8814
1427,499826,13180,8949
1428,511795,13161,8888
1429,521595,13146,8922
1430,508912,13166,8485
1431,514434,13179,9237
1432,508855,13212,9025
1433,503842,13245,8694
1434,497414,13224,8825
1435,519438,13248,8715
1436,526734,13269,9177
1437,526599,13269,8804
1438,527977,13314,8835
1439,515171,13308,8727
1440,525589,13315,9054
1441,531319,13292,8964
1442,515603,13353,8959
1443,517506,13284,8654
1444,518400,13343,8793
1445,499274,13406,9226
1446,524880,13358,8383
1447,539634,13384,8963
1448,522205,13379,9372
1449,540373,13447,9032
1450,523910,13389,9240
1451,521043,13418,9122
1452,520538,13468,9407
1453,518552,13426,8933
1454,517731,13447,9118
1455,524221,13459,8835
1456,529718,13442,9353
1457,530866,13472,8533
1458,530231,13464,9110
1459,547410,13485,9154
1460,509211,13555,9291
1461,531626,13552,8975
1462,524543,13525,8877
1463,545432,13581,9062
1464,533638,13576,8604
1465,533072,13589,8923
1466,544985,13552,8704
1467,530593,13639,9091
1468,540993,13616,8762
1469,534062,13611,8647
1470,545580,13654,9700
1471,548951,13648,9612
1472,526862,13688,10084
1473,541163,13659,9564
1474,542810,13681,8948
1475,548655,13655,9734
1476,552997,13706,9174
1477,530654,13718,9212
1478,537650,13709,9462
1479,549150,13745,8859
1480,552079,13740,9384
1481,556863,13722,9591
1482,533099,13760,9183
1483,550708,13786,9435
1484,560251,13769,9495
1485,541793,13772,9257
1486,534698,13819,9097
1487,542649,13861,8864
1488,547367,13810,9588
1489,551827,13827,9268
1490,557514,13830,9380
1491,549130,13865,9504
1492,553856,13863,9173
1493,578644,13879,9381
1494,555550,13896,9189
1495,557560,13906,9473
1496,566727,13872,9457
1497,570091,13902,9657
1498,556060,13932,9473
1499,555033,13924,9709
1500,550884,13937,9893
1501,567335,13965,9627
1502,557932,13930,8978
1503,563008,13972,9732
1504,563932,13973,9407
1505,555181,13988,9971
1506,586591,14028,9156
1507,569907,14006,9442
1508,565320,14035,9382
1509,577637,14059,10040
1510,587423,14088,9409
1511,568238,14033,9178
1512,591500,14097,9539
1513,570225,14080,9185
1514,555981,14098,9418
1515,583660,14128,9599
1516,564087,14090,9836
1517,575413,14113,9759
1518,574633,14137,9285
1519,578309,14190,9787
1520,578837,14154,9622
1521,585018,14143,9630
1522,568940,14214,9896
1523,598714,14215,9793
1524,578694,14227,8895
1525,574597,14209,9266
1526,594913,14237,9562
1527,580437,14205,9652
1528,584354,14281,10120
1529,575494,14255,9239
1530,587482,14268,9582
1531,576611,14315,9805
1532,584444,14211,9540
1533,580160,14337,8890
1534,585056,14372,9643
1535,577575,14301,9849
1536,597236,14319,9554
1537,600950,14357,9357
1538,586593,14365,9567
1539,595536,14364,9437
1540,571051,14403,9723
1541,604778,14375,9748
1542,583010,14426,10071
1543,583433,14448,10199
1544,614679,14414,9789
1545,595308,14413,9635
1546,592587,14457,9920
1547,599737,14431,10016
1548,603306,14490,10075
1549,591812,14478,9880
1550,602462,14504,10094
1551,617760,14490,9700
1552,599586,14518,10016
1553,596621,14507,10090
1554,623358,14516,9541
1555,604474,14551,10396
1556,624915,14562,10251
1557,608885,14535,9876
1558,605649,14590,9812
1559,614580,14600,9263
1560,606764,14591,10164
1561,587666,14616,9597
1562,581552,14620,9972
1563,614523,14624,9792
1564,627929,14675,9947
1565,618637,14658,10315
1566,623876,14695,10158
1567,592777,14646,10423
1568,623858,14635,10451
1569,618328,14728,9735
1570,603618,14736,9768
1571,618065,14751,10344
1572,620249,14692,9746
1573,617763,14776,10143
1574,610247,14708,10231
1575,604649,14759,10768
1576,626034,14771,10365
1577,615074,14810,9915
1578,627492,14744,9807
1579,627522,14788,10109
1580,634199,14796,10569
1581,610383,14832,9895
1582,620314,14881,10450
1583,632090,14824,10700
1584,617059,14845,9257
1585,637157,14846,10630
1586,630354,14898,10101
1587,613801,14895,10786
1588,631539,14855,9874
1589,644199,14898,10076
1590,620922,14934,9992
1591,633108,14925,10629
1592,629790,14954,10310
1593,622029,14934,10085
1594,629742,15005,10516
1595,634186,14980,9780
1596,630292,14978,10416
1597,642382,14978,10261
1598,642986,15023,10862
1599,648610,15013,10412
1600,650747,15004,9956
1601,633394,15051,10397
1602,619738,15079,10849
1603,647321,15043,10323
1604,632488,15080,10263
1605,629931,15058,10012
1606,640818,15092,10510
1607,651361,15106,10143
1608,656094,15128,11346
1609,644298,15103,9846
1610,645985,15143,10796
1611,655772,15159,10405
1612,656209,15149,10859
1613,646583,15183,10475
1614,647793,15170,10556
1615,661057,15184,9855
1616,639566,15214,9260
1617,663282,15220,9516
1618,655765,15228,9904
1619,640703,15237,9601
1620,663121,15294,9349
1621,628858,15285,9485
1622,653112,15288,9515
1623,645255,15281,9372
1624,669705,15268,9778
1625,653722,15331,9432
1626,651673,15345,9720
1627,653404,15326,9635
1628,666349,15330,9495
1629,672117,15356,9834
1630,662316,15343,9748
1631,674672,15332,9646
1632,654568,15434,9697
1633,663542,15410,9715
1634,669438,15397,9490
1635,665221,15425,9619
1636,677846,15385,9656
1637,664117,15409,9839
1638,675387,15473,9615
1639,681671,15435,9519
1640,655530,15463,9873
1641,676969,15489,9555
1642,658889,15404,9548
1643,665433,15517,9676
1644,683866,15502,9690
1645,669376,15503,9776
1646,668378,15545,9578
1647,677972,15583,9673
1648,663681,15527,9709
1649,668087,15537,9602
1650,677254,15561,9701
1651,678060,15601,9889
1652,703100,15607,9795
1653,681173,15598,9764
1654,665520,15620,9794
1655,682486,15637,9758
1656,667013,15621,9608
1657,684108,15627,9627
1658,671406,15641,10115
1659,702975,15675,9422
1660,701081,15728,9827
1661,694894,15712,9862
1662,676095,15682,9770
1663,693564,15704,10008
1664,716557,15727,9466
1665,709171,15719,9447
1666,688674,15747,9675
1667,699430,15761,9663
1668,706789,15749,9756
1669,689022,15747,9691
1670,684280,15758,9811
1671,709487,15770,9711
1672,695080,15854,9811
1673,710842,15841,10200
1674,717129,15813,9900
1675,692964,15810,10050
1676,697708,15852,9867
1677,708959,15852,10229
1678,702619,15903,10276
1679,714867,15866,9783
1680,709099,15862,9773
1681,696740,15914,9670
1682,699994,15915,9767
1683,725797,15952,9966
1684,702688,15897,9487
1685,705503,15891,9862
1686,703631,15967,9903
1687,716895,15970,9846
1688,704621,15977,9668
1689,716500,15961,10210
1690,723382,15958,9727
1691,722185,16057,10002
1692,710226,16006,9983
1693,737949,16015,9913
1694,704611,16046,10240
1695,712815,16073,9917
1696,714266,16024,9963
1697,723780,16133,9985
1698,723061,16093,10129
1699,713278,16059,10013
1700,710442,16108,9948
1701,721024,16129,9976
1702,715029,16124,9793
1703,734058,16161,10222
1704,730482,16152,9878
1705,748759,16146,10384
1706,745551,16205,10400
1707,720524,16152,10113
1708,749950,16188,9994
1709,718255,16243,10091
1710,720553,16240,9807
1711,723043,16207,10206
1712,732434,16282,10434
1713,718459,16199,9998
1714,744913,16269,9812
1715,730474,16313,10003
1716,703539,16277,10168
1717,728011,16295,10838
1718,728735,16331,10105
1719,720528,16357,10178
1720,738053,16338,10216
1721,736585,16330,10212
1722,751403,16351,10074
1723,760549,16327,10095
1724,741575,16364,10381
1725,726414,16424,10202
1726,740295,16379,10302
1727,743720,16410,10291
1728,745395,16475,10026
1729,755020,16408,10340
1730,758987,16475,10526
1731,752368,16437,10346
1732,751703,16484,10059
1733,738221,16457,9918
1734,768504,16462,10044
1735,746735,16551,10354
1736,759422,16542,10603
1737,749484,16537,10375
1738,761606,16531,10585
1739,753877,16606,10116
1740,753653,16572,10066
1741,757815,16524,10488
1742,733352,16558,10195
1743,748954,16565,10146
1744,776290,16619,10358
1745,760978,16579,10677
1746,764809,16638,10270
1747,780612,16640,10427
1748,774256,16650,10223
1749,787101,16641,10522
1750,747264,16659,10441
1751,778135,16730,10577
1752,758151,16701,10087
1753,780448,16697,10422
1754,788670,16682,10192
1755,786826,16680,10539
1756,760391,16711,10439
1757,787942,16777,10253
1758,751693,16724,10076
1759,781875,16813,10236
1760,777695,16707,10131
1761,771080,16781,10408
1762,781483,16782,10658
1763,777296,16811,10598
1764,797785,16832,10440
1765,771544,16831,10405
1766,801526,16862,10493
1767,794335,16843,10339
1768,784558,16869,10633
1769,782840,16836,10485
1770,782427,16855,10294
1771,789279,16876,10442
1772,788868,16916,10302
1773,777001,16923,10706
1774,804560,16971,10518
1775,770455,16959,10489
1776,805040,16934,10518
1777,765458,16953,10255
1778,795163,16975,10652
1779,794737,16936,10386
1780,794640,16974,10539
1781,798736,16982,10436
1782,794750,16986,10287
1783,798263,17042,10204
1784,821164,17024,10442
1785,792623,17089,10296
1786,786810,17048,10887
1787,786024,17043,10277
1788,806337,17059,10325
1789,796743,17058,10534
1790,812561,17135,10676
1791,810672,17061,10436
1792,804842,17170,10765
1793,791401,17110,10957
1794,793686,17183,10788
1795,807695,17150,10728
1796,802837,17171,10518
1797,812715,17177,10728
1798,811158,17182,10182
1799,789252,17202,10766
1800,827538,17215,10404
1801,809991,17189,10424
1802,832591,17203,10582
1803,814785,17238,10937
1804,815046,17246,10639
1805,823642,17223,10803
1806,816517,17289,11147
1807,814937,17249,10706
1808,818717,17297,10786
1809,822734,17344,10539
1810,803137,17334,10398
1811,812218,17351,10629
1812,804575,17376,10919
1813,806634,17358,10588
1814,830999,17358,10655
1815,815562,17349,10780
1816,808343,17376,11154
1817,836350,17379,10972
1818,803978,17416,11087
1819,833090,17431,10695
1820,836338,17446,10597
1821,831809,17403,11068
1822,831238,17449,10916
1823,825700,17415,10557
1824,821994,17431,10649
1825,833226,17488,10948
1826,819802,17492,10764
1827,827938,17483,11059
1828,833361,17561,10815
1829,823143,17514,10909
1830,862169,17476,10575
1831,847462,17509,10776
1832,825076,17516,10579
1833,840828,17526,11049
1834,829337,17621,11209
1835,835003,17563,10670
1836,852666,17593,10566
1837,860771,17548,10910
1838,847541,17645,10951
1839,865886,17642,10779
1840,845118,17676,10761
1841,843500,17681,11149
1842,883279,17648,10676
1843,841031,17708,10844
1844,834051,17655,10854
1845,854937,17696,10886
1846,854240,17673,11062
1847,860580,17710,11084
1848,860366,17737,10755
1849,868230,17743,11025
1850,841821,17727,11026
1851,845830,17759,11245
1852,842619,17787,11221
1853,848683,17781,10993
1854,834762,17832,10885
1855,850345,17823,10616
1856,848122,17845,11104
1857,878945,17773,11040
1858,850764,17862,11111
1859,864270,17804,10960
1860,862229,17856,11205
1861,862922,17899,10880
1862,873422,17879,11274
1863,879842,17886,11058
1864,868911,17917,11566
1865,864507,17908,11316
1866,867137,17969,11582
1867,873481,17915,11099
1868,866609,17928,11033
1869,866686,17946,11319
1870,870077,18003,10864
1871,864161,17988,11078
1872,856456,18007,10908
1873,876863,17992,11396
1874,899156,18031,11156
1875,879161,18048,10842
1876,874513,18005,10907
1877,893699,18011,11084
1878,876305,18005,11210
1879,865587,18078,10984
1880,875996,18094,11429
1881,896478,18087,11279
1882,862934,18042,11134
1883,899795,18072,10954
1884,875245,18109,10912
1885,858551,18165,11300
1886,892642,18127,11208
1887,875479,18145,11205
1888,875713,18148,11208
1889,891419,18125,11483
1890,893229,18194,11356
1891,916897,18253,11204
1892,892662,18210,11173
1893,892772,18220,11442
1894,877174,18186,11462
1895,895830,18286,11351
1896,894976,18229,11165
1897,907404,18288,11480
1898,906822,18265,11591
1899,891630,18265,11127
1900,904014,18305,11218
1901,888002,18329,11112
1902,919353,18289,11366
1903,909781,18300,11233
1904,897389,18337,11100
1905,920849,18334,11293
1906,873416,18385,11138
1907,917884,18356,11256
1908,903936,18388,11140
1909,918871,18397,11238
1910,917671,18404,11244
1911,902240,18376,11168
1912,924821,18406,11306
1913,885499,18429,11434
1914,924659,18437,11698
1915,905229,18450,11155
1916,912837,18510,11450
1917,899313,18470,11414
1918,918321,18485,11815
1919,926669,18486,11487
1920,913163,18521,11347
1921,929476,18499,11216
1922,932079,18538,11162
1923,961265,18560,11531
1924,936476,18565,11241
1925,938879,18576,11744
1926,938435,18566,11982
1927,927480,18600,11225
1928,935699,18588,11283
1929,929087,18626,11989
1930,952024,18642,11410
1931,918467,18645,11687
1932,915860,18668,12054
1933,933635,18642,11403
1934,944099,18677,11304
1935,932239,18653,11600
1936,955628,18674,11629
1937,932030,18733,11376
1938,946446,18783,11393
1939,898914,18738,11536
1940,936359,18750,11508
1941,945747,18760,11446
1942,960210,18768,11408
1943,940948,18749,11839
1944,937236,18776,11813
1945,903457,18813,11440
1946,956637,18810,11904
1947,945088,18802,11415
1948,945786,18826,11579
1949,948129,18869,11387
1950,914083,18856,11809
1951,938650,18866,11424
1952,952637,18895,11553
1953,939372,18877,11709
1954,947424,18911,11734
1955,934854,18919,11609
1956,951341,18926,11545
1957,967086,18891,11888
1958,957542,18930,11470
1959,975376,18987,11548
1960,931141,18968,11573
1961,945786,18979,11216
1962,962462,18998,11718
1963,994501,18989,11201
1964,968445,18995,11594
1965,951367,19000,11499
1966,975040,19017,11576
1967,966385,19031,12164
1968,958123,19034,11421
1969,967891,19056,11747
1970,973221,19051,11876
1971,978670,19079,11789
1972,997050,19047,12005
1973,976647,19091,11685
1974,970677,19129,11849
1975,999516,19105,11645
1976,1004108,19142,11829
1977,962179,19166,11682
1978,969671,19171,11621
1979,969599,19211,11851
1980,982039,19145,12255
1981,980181,19201,11595
1982,960297,19233,11821
1983,975372,19200,12358
1984,981754,19243,11863
1985,961605,19221,11862
1986,975458,19265,12087
1987,972856,19258,11642
1988,1025214,19258,11928
1989,968074,19246,11675
1990,994699,19251,11878
1991,997881,19291,11735
1992,1007648,19273,11606
1993,994433,19325,12082
1994,995163,19340,11731
1995,1003828,19328,12506
1996,997440,19292,12146
1997,981773,19369,11976
1998,982927,19386,11537
1999,999804,19393,11780
